,counts,speed,std,link
2015-01-12 10:45:00,3.0,100.66666666666667,14.153915830374762,123007
2015-01-12 10:50:00,2.0,78.0,41.012193308819754,123007
2015-01-12 10:55:00,2.0,111.5,7.7781745930520225,123007
2015-01-12 11:00:00,3.0,102.66666666666667,17.502380790433435,123007
2015-01-12 11:05:00,1.0,81.0,,123007
2015-01-12 11:10:00,3.0,98.66666666666667,38.52704677669096,123007
2015-01-12 11:15:00,3.0,74.33333333333333,30.98924544633724,123007
2015-01-12 11:20:00,1.0,70.0,,123007
2015-01-12 11:25:00,1.0,99.0,,123007
2015-01-12 11:30:00,1.0,87.0,,123007
2015-01-12 11:35:00,3.0,76.66666666666667,2.309401076758502,123007
2015-01-12 11:40:00,1.0,108.0,,123007
2015-01-12 11:45:00,3.0,83.33333333333333,30.664855018951798,123007
2015-01-12 11:50:00,3.0,108.0,21.166010488516726,123007
2015-01-12 11:55:00,3.0,53.666666666666664,26.839026311200882,123007
2015-01-12 12:00:00,0.0,,,123007
2015-01-12 12:05:00,3.0,85.33333333333333,5.0332229568471645,123007
2015-01-12 12:10:00,12.0,107.91666666666667,1.164500152881316,123007
2015-01-12 12:15:00,0.0,,,123007
2015-01-12 12:20:00,1.0,90.0,,123007
2015-01-12 12:25:00,2.0,114.5,16.263455967290593,123007
2015-01-12 12:30:00,1.0,101.0,,123007
2015-01-12 12:35:00,3.0,83.0,5.291502622129181,123007
2015-01-12 12:40:00,2.0,102.5,19.091883092036785,123007
2015-01-12 12:45:00,1.0,78.0,,123007
2015-01-12 12:50:00,0.0,,,123007
2015-01-12 12:55:00,2.0,93.5,12.020815280171307,123007
2015-01-12 13:00:00,1.0,122.0,,123007
2015-01-12 13:05:00,1.0,119.0,,123007
2015-01-12 13:10:00,3.0,90.0,24.331050121192877,123007
2015-01-12 13:15:00,3.0,91.66666666666667,15.143755588800731,123007
2015-01-12 13:20:00,1.0,78.0,,123007
2015-01-12 13:25:00,1.0,87.0,,123007
2015-01-12 13:30:00,2.0,117.5,0.7071067811865476,123007
2015-01-12 13:35:00,1.0,127.0,,123007
2015-01-12 13:40:00,0.0,,,123007
2015-01-12 13:45:00,0.0,,,123007
2015-01-12 13:50:00,2.0,100.0,22.627416997969522,123007
2015-01-12 13:55:00,2.0,102.0,15.556349186104045,123007
2015-01-12 14:00:00,4.0,93.25,12.919623317522328,123007
2015-01-12 14:05:00,1.0,93.0,,123007
2015-01-12 14:10:00,2.0,113.5,0.7071067811865476,123007
2015-01-12 14:15:00,6.0,93.5,10.329569206893382,123007
2015-01-12 14:20:00,3.0,73.33333333333333,22.03028218914441,123007
2015-01-12 14:25:00,1.0,102.0,,123007
2015-01-12 14:30:00,2.0,114.5,12.020815280171307,123007
2015-01-12 14:35:00,2.0,121.0,1.4142135623730951,123007
2015-01-12 14:40:00,0.0,,,123007
2015-01-12 14:45:00,2.0,103.0,35.35533905932738,123007
2015-01-12 14:50:00,3.0,93.66666666666667,32.31614663497697,123007
2015-01-12 14:55:00,1.0,102.0,,123007
2015-01-12 15:00:00,3.0,114.33333333333333,25.482019804821856,123007
2015-01-12 15:05:00,1.0,54.0,,123007
2015-01-12 15:10:00,0.0,,,123007
2015-01-12 15:15:00,1.0,81.0,,123007
2015-01-12 15:20:00,3.0,88.0,1.0,123007
2015-01-12 15:25:00,0.0,,,123007
2015-01-12 15:30:00,4.0,92.25,28.998563182796946,123007
2015-01-12 15:35:00,0.0,,,123007
2015-01-12 15:40:00,1.0,72.0,,123007
2015-01-12 15:45:00,2.0,92.0,2.8284271247461903,123007
2015-01-12 15:50:00,1.0,87.0,,123007
2015-01-12 15:55:00,4.0,93.75,14.080127840328723,123007
2015-01-12 16:00:00,1.0,57.0,,123007
2015-01-12 16:05:00,3.0,94.0,10.14889156509222,123007
2015-01-12 16:10:00,4.0,99.0,8.981462390204987,123007
2015-01-12 16:15:00,1.0,82.0,,123007
2015-01-12 16:20:00,1.0,107.0,,123007
2015-01-12 16:25:00,0.0,,,123007
2015-01-12 16:30:00,3.0,117.66666666666667,18.823743871327334,123007
2015-01-12 16:35:00,0.0,,,123007
2015-01-12 16:40:00,0.0,,,123007
2015-01-12 16:45:00,3.0,77.66666666666667,14.977761292440645,123007
2015-01-12 16:50:00,3.0,96.0,10.14889156509222,123007
2015-01-12 16:55:00,1.0,85.0,,123007
2015-01-12 17:00:00,2.0,43.0,60.81118318204309,123007
2015-01-12 17:05:00,2.0,66.5,36.062445840513924,123007
2015-01-12 17:10:00,2.0,90.5,2.1213203435596424,123007
2015-01-12 17:15:00,1.0,94.0,,123007
2015-01-12 17:20:00,1.0,93.0,,123007
2015-01-12 17:25:00,4.0,105.75,15.521490478258416,123007
2015-01-12 17:30:00,5.0,82.6,17.038192392387167,123007
2015-01-12 17:35:00,2.0,68.5,9.192388155425117,123007
2015-01-12 17:40:00,2.0,73.5,4.949747468305833,123007
2015-01-12 17:45:00,1.0,109.0,,123007
2015-01-12 17:50:00,2.0,77.5,10.606601717798213,123007
2015-01-12 17:55:00,3.0,93.33333333333333,28.36077102854105,123007
2015-01-12 18:00:00,1.0,52.0,,123007
2015-01-12 18:05:00,1.0,101.0,,123007
2015-01-12 18:10:00,1.0,89.0,,123007
2015-01-12 18:15:00,4.0,91.75,16.21470525993817,123007
2015-01-12 18:20:00,1.0,87.0,,123007
2015-01-12 18:25:00,4.0,59.75,41.54816482108446,123007
2015-01-12 18:30:00,0.0,,,123007
2015-01-12 18:35:00,2.0,98.5,2.1213203435596424,123007
2015-01-12 18:40:00,0.0,,,123007
2015-01-12 18:45:00,3.0,94.33333333333333,11.930353445448851,123007
2015-01-12 18:50:00,2.0,83.5,10.606601717798213,123007
2015-01-12 18:55:00,3.0,61.333333333333336,4.041451884327381,123007
2015-01-12 19:00:00,0.0,,,123007
2015-01-12 19:05:00,3.0,100.0,11.532562594670797,123007
2015-01-12 19:10:00,1.0,89.0,,123007
2015-01-12 19:15:00,1.0,107.0,,123007
2015-01-12 19:20:00,1.0,88.0,,123007
2015-01-12 19:25:00,2.0,94.0,2.8284271247461903,123007
2015-01-12 19:30:00,3.0,71.0,18.35755975068582,123007
2015-01-12 19:35:00,1.0,75.0,,123007
2015-01-12 19:40:00,1.0,80.0,,123007
2015-01-12 19:45:00,3.0,92.33333333333333,6.8068592855540455,123007
2015-01-12 19:50:00,1.0,118.0,,123007
2015-01-12 19:55:00,1.0,93.0,,123007
2015-01-12 20:00:00,0.0,,,123007
2015-01-12 20:05:00,0.0,,,123007
2015-01-12 20:10:00,0.0,,,123007
2015-01-12 20:15:00,0.0,,,123007
2015-01-12 20:20:00,0.0,,,123007
2015-01-12 20:25:00,1.0,141.0,,123007
2015-01-12 20:30:00,3.0,92.66666666666667,25.81343319539912,123007
2015-01-12 20:35:00,0.0,,,123007
2015-01-12 20:40:00,0.0,,,123007
2015-01-12 20:45:00,1.0,74.0,,123007
2015-01-12 20:50:00,1.0,126.0,,123007
2015-01-12 20:55:00,0.0,,,123007
2015-01-12 21:00:00,0.0,,,123007
2015-01-12 21:05:00,0.0,,,123007
2015-01-12 21:10:00,0.0,,,123007
2015-01-12 21:15:00,1.0,67.0,,123007
2015-01-12 21:20:00,1.0,135.0,,123007
2015-01-12 21:25:00,0.0,,,123007
2015-01-12 21:30:00,0.0,,,123007
2015-01-12 21:35:00,0.0,,,123007
2015-01-12 21:40:00,2.0,112.5,0.7071067811865476,123007
2015-01-12 21:45:00,1.0,54.0,,123007
2015-01-12 21:50:00,1.0,92.0,,123007
2015-01-12 21:55:00,2.0,76.5,9.192388155425117,123007
2015-01-12 22:00:00,1.0,133.0,,123007
2015-01-12 22:05:00,1.0,98.0,,123007
2015-01-12 22:10:00,0.0,,,123007
2015-01-12 22:15:00,0.0,,,123007
2015-01-12 22:20:00,2.0,106.5,3.5355339059327378,123007
2015-01-12 22:25:00,1.0,110.0,,123007
2015-01-12 22:30:00,1.0,113.0,,123007
2015-01-12 22:35:00,0.0,,,123007
2015-01-12 22:40:00,0.0,,,123007
2015-01-12 22:45:00,1.0,114.0,,123007
2015-01-12 22:50:00,0.0,,,123007
2015-01-12 22:55:00,0.0,,,123007
2015-01-12 23:00:00,1.0,103.0,,123007
2015-01-12 23:05:00,0.0,,,123007
2015-01-12 23:10:00,0.0,,,123007
2015-01-12 23:15:00,2.0,81.5,2.1213203435596424,123007
2015-01-12 23:20:00,1.0,73.0,,123007
2015-01-12 23:25:00,0.0,,,123007
2015-01-12 23:30:00,0.0,,,123007
2015-01-12 23:35:00,0.0,,,123007
2015-01-12 23:40:00,0.0,,,123007
2015-01-12 23:45:00,2.0,87.5,21.920310216782973,123007
2015-01-12 23:50:00,0.0,,,123007
2015-01-12 23:55:00,1.0,113.0,,123007
2015-01-13 00:00:00,0.0,,,123007
2015-01-13 00:05:00,0.0,,,123007
2015-01-13 00:10:00,0.0,,,123007
2015-01-13 00:15:00,1.0,124.0,,123007
2015-01-13 00:20:00,0.0,,,123007
2015-01-13 00:25:00,1.0,114.0,,123007
2015-01-13 00:30:00,0.0,,,123007
2015-01-13 00:35:00,0.0,,,123007
2015-01-13 00:40:00,2.0,92.5,4.949747468305833,123007
2015-01-13 00:45:00,0.0,,,123007
2015-01-13 00:50:00,0.0,,,123007
2015-01-13 00:55:00,1.0,91.0,,123007
2015-01-13 01:00:00,0.0,,,123007
2015-01-13 01:05:00,1.0,65.0,,123007
2015-01-13 01:10:00,0.0,,,123007
2015-01-13 01:15:00,0.0,,,123007
2015-01-13 01:20:00,0.0,,,123007
2015-01-13 01:25:00,0.0,,,123007
2015-01-13 01:30:00,0.0,,,123007
2015-01-13 01:35:00,0.0,,,123007
2015-01-13 01:40:00,0.0,,,123007
2015-01-13 01:45:00,0.0,,,123007
2015-01-13 01:50:00,0.0,,,123007
2015-01-13 01:55:00,1.0,73.0,,123007
2015-01-13 02:00:00,0.0,,,123007
2015-01-13 02:05:00,1.0,107.0,,123007
2015-01-13 02:10:00,0.0,,,123007
2015-01-13 02:15:00,0.0,,,123007
2015-01-13 02:20:00,0.0,,,123007
2015-01-13 02:25:00,0.0,,,123007
2015-01-13 02:30:00,0.0,,,123007
2015-01-13 02:35:00,0.0,,,123007
2015-01-13 02:40:00,1.0,85.0,,123007
2015-01-13 02:45:00,0.0,,,123007
2015-01-13 02:50:00,0.0,,,123007
2015-01-13 02:55:00,0.0,,,123007
2015-01-13 03:00:00,0.0,,,123007
2015-01-13 03:05:00,0.0,,,123007
2015-01-13 03:10:00,0.0,,,123007
2015-01-13 03:15:00,0.0,,,123007
2015-01-13 03:20:00,0.0,,,123007
2015-01-13 03:25:00,0.0,,,123007
2015-01-13 03:30:00,0.0,,,123007
2015-01-13 03:35:00,0.0,,,123007
2015-01-13 03:40:00,2.0,88.0,1.4142135623730951,123007
2015-01-13 03:45:00,0.0,,,123007
2015-01-13 03:50:00,0.0,,,123007
2015-01-13 03:55:00,0.0,,,123007
2015-01-13 04:00:00,0.0,,,123007
2015-01-13 04:05:00,0.0,,,123007
2015-01-13 04:10:00,0.0,,,123007
2015-01-13 04:15:00,0.0,,,123007
2015-01-13 04:20:00,0.0,,,123007
2015-01-13 04:25:00,0.0,,,123007
2015-01-13 04:30:00,0.0,,,123007
2015-01-13 04:35:00,0.0,,,123007
2015-01-13 04:40:00,2.0,88.0,7.0710678118654755,123007
2015-01-13 04:45:00,0.0,,,123007
2015-01-13 04:50:00,3.0,61.666666666666664,12.662279942148386,123007
2015-01-13 04:55:00,1.0,87.0,,123007
2015-01-13 05:00:00,2.0,86.5,9.192388155425117,123007
2015-01-13 05:05:00,3.0,85.0,14.730919862656235,123007
2015-01-13 05:10:00,0.0,,,123007
2015-01-13 05:15:00,1.0,117.0,,123007
2015-01-13 05:20:00,0.0,,,123007
2015-01-13 05:25:00,1.0,56.0,,123007
2015-01-13 05:30:00,0.0,,,123007
2015-01-13 05:35:00,4.0,86.25,25.96632434519757,123007
2015-01-13 05:40:00,1.0,106.0,,123007
2015-01-13 05:45:00,1.0,89.0,,123007
2015-01-13 05:50:00,0.0,,,123007
2015-01-13 05:55:00,0.0,,,123007
2015-01-13 06:00:00,0.0,,,123007
2015-01-13 06:05:00,2.0,103.5,31.81980515339464,123007
2015-01-13 06:10:00,2.0,85.0,25.45584412271571,123007
2015-01-13 06:15:00,4.0,82.5,26.006409466386042,123007
2015-01-13 06:20:00,0.0,,,123007
2015-01-13 06:25:00,3.0,92.66666666666667,44.747439405326126,123007
2015-01-13 06:30:00,1.0,93.0,,123007
2015-01-13 06:35:00,0.0,,,123007
2015-01-13 06:40:00,3.0,90.0,21.633307652783937,123007
2015-01-13 06:45:00,1.0,85.0,,123007
2015-01-13 06:50:00,1.0,74.0,,123007
2015-01-13 06:55:00,1.0,91.0,,123007
2015-01-13 07:00:00,4.0,67.25,5.251983752196244,123007
2015-01-13 07:05:00,1.0,80.0,,123007
2015-01-13 07:10:00,3.0,84.66666666666667,8.020806277010644,123007
2015-01-13 07:15:00,2.0,100.0,1.4142135623730951,123007
2015-01-13 07:20:00,3.0,77.66666666666667,11.015141094572204,123007
2015-01-13 07:25:00,4.0,84.5,11.930353445448851,123007
2015-01-13 07:30:00,1.0,110.0,,123007
2015-01-13 07:35:00,3.0,72.33333333333333,13.428824718989127,123007
2015-01-13 07:40:00,5.0,77.0,43.485629810317796,123007
2015-01-13 07:45:00,6.0,41.5,42.856738093326705,123007
2015-01-13 07:50:00,6.0,64.66666666666667,23.355227823052093,123007
2015-01-13 07:55:00,10.0,52.1,33.19454439780395,123007
2015-01-13 08:00:00,2.0,53.0,12.727922061357855,123007
2015-01-13 08:05:00,0.0,,,123007
2015-01-13 08:10:00,4.0,61.75,31.4364438192363,123007
2015-01-13 08:15:00,4.0,90.0,8.205689083394114,123007
2015-01-13 08:20:00,4.0,88.5,10.535653752852738,123007
2015-01-13 08:25:00,8.0,52.25,42.3210518367801,123007
2015-01-13 08:30:00,4.0,75.0,29.34848093740685,123007
2015-01-13 08:35:00,5.0,70.2,15.754364474646385,123007
2015-01-13 08:40:00,4.0,85.5,3.7859388972001833,123007
2015-01-13 08:45:00,3.0,87.66666666666667,20.428737928059416,123007
2015-01-13 08:50:00,3.0,31.666666666666668,38.13572253587616,123007
2015-01-13 08:55:00,1.0,77.0,,123007
2015-01-13 09:00:00,0.0,,,123007
2015-01-13 09:05:00,4.0,96.25,8.26135582092915,123007
2015-01-13 09:10:00,3.0,91.0,9.643650760992955,123007
2015-01-13 09:15:00,4.0,26.5,12.396235987858034,123007
2015-01-13 09:20:00,9.0,36.666666666666664,24.150569351466643,123007
2015-01-13 09:25:00,4.0,66.5,34.85685011586675,123007
2015-01-13 09:30:00,3.0,40.0,51.419840528729765,123007
2015-01-13 09:35:00,5.0,61.0,42.21374183841086,123007
2015-01-13 09:40:00,2.0,77.5,7.7781745930520225,123007
2015-01-13 09:45:00,4.0,83.75,21.88416474683616,123007
2015-01-13 09:50:00,1.0,7.0,,123007
2015-01-13 09:55:00,1.0,88.0,,123007
2015-01-13 10:00:00,2.0,75.5,2.1213203435596424,123007
2015-01-13 10:05:00,3.0,83.66666666666667,25.006665778014735,123007
2015-01-13 10:10:00,1.0,94.0,,123007
2015-01-13 10:15:00,4.0,91.25,3.6855573979159955,123007
2015-01-13 10:20:00,4.0,96.0,51.198958322736736,123007
2015-01-13 10:25:00,2.0,82.5,40.30508652763321,123007
2015-01-13 10:30:00,2.0,99.0,15.556349186104045,123007
2015-01-13 10:35:00,1.0,81.0,,123007
2015-01-13 10:40:00,0.0,,,123007
2015-01-13 10:45:00,1.0,44.0,,123007
2015-01-13 10:50:00,1.0,126.0,,123007
2015-01-13 10:55:00,3.0,91.33333333333333,16.623276853055575,123007
2015-01-13 11:00:00,3.0,83.0,7.211102550927978,123007
2015-01-13 11:05:00,0.0,,,123007
2015-01-13 11:10:00,1.0,84.0,,123007
2015-01-13 11:15:00,1.0,95.0,,123007
2015-01-13 11:20:00,5.0,77.8,16.93221781102523,123007
2015-01-13 11:25:00,2.0,106.5,12.020815280171307,123007
2015-01-13 11:30:00,3.0,89.0,3.4641016151377544,123007
2015-01-13 11:35:00,5.0,90.2,16.11521020650987,123007
2015-01-13 11:40:00,0.0,,,123007
2015-01-13 11:45:00,0.0,,,123007
2015-01-13 11:50:00,2.0,106.0,12.727922061357855,123007
2015-01-13 11:55:00,2.0,106.5,17.67766952966369,123007
2015-01-13 12:00:00,2.0,89.5,21.920310216782973,123007
2015-01-13 12:05:00,0.0,,,123007
2015-01-13 12:10:00,1.0,80.0,,123007
2015-01-13 12:15:00,1.0,78.0,,123007
2015-01-13 12:20:00,3.0,118.33333333333333,31.6280466253187,123007
2015-01-13 12:25:00,1.0,114.0,,123007
2015-01-13 12:30:00,2.0,105.5,2.1213203435596424,123007
2015-01-13 12:35:00,1.0,93.0,,123007
2015-01-13 12:40:00,3.0,87.0,42.22558466143482,123007
2015-01-13 12:45:00,7.0,84.42857142857143,29.34766965681797,123007
2015-01-13 12:50:00,0.0,,,123007
2015-01-13 12:55:00,3.0,82.66666666666667,72.7621696579571,123007
2015-01-13 13:00:00,0.0,,,123007
2015-01-13 13:05:00,1.0,89.0,,123007
2015-01-13 13:10:00,0.0,,,123007
2015-01-13 13:15:00,3.0,92.66666666666667,21.221058723196006,123007
2015-01-13 13:20:00,3.0,85.33333333333333,14.640127503998498,123007
2015-01-13 13:25:00,1.0,131.0,,123007
2015-01-13 13:30:00,0.0,,,123007
2015-01-13 13:35:00,0.0,,,123007
2015-01-13 13:40:00,3.0,97.33333333333333,4.041451884327382,123007
2015-01-13 13:45:00,2.0,109.5,9.192388155425117,123007
2015-01-13 13:50:00,1.0,95.0,,123007
2015-01-13 13:55:00,0.0,,,123007
2015-01-13 14:00:00,0.0,,,123007
2015-01-13 14:05:00,1.0,119.0,,123007
2015-01-13 14:10:00,4.0,73.25,36.353587626716205,123007
2015-01-13 14:15:00,0.0,,,123007
2015-01-13 14:20:00,2.0,114.5,7.7781745930520225,123007
2015-01-13 14:25:00,1.0,116.0,,123007
2015-01-13 14:30:00,1.0,67.0,,123007
2015-01-13 14:35:00,0.0,,,123007
2015-01-13 14:40:00,3.0,89.66666666666667,5.507570547286102,123007
2015-01-13 14:45:00,0.0,,,123007
2015-01-13 14:50:00,3.0,108.33333333333333,22.36813209307682,123007
2015-01-13 14:55:00,3.0,102.66666666666667,11.547005383792516,123007
2015-01-13 15:00:00,0.0,,,123007
2015-01-13 15:05:00,2.0,76.5,12.020815280171307,123007
2015-01-13 15:10:00,3.0,94.66666666666667,13.316656236958783,123007
2015-01-13 15:15:00,0.0,,,123007
2015-01-13 15:20:00,0.0,,,123007
2015-01-13 15:25:00,2.0,72.0,12.727922061357855,123007
2015-01-13 15:30:00,4.0,90.0,7.615773105863909,123007
2015-01-13 15:35:00,1.0,101.0,,123007
2015-01-13 15:40:00,2.0,81.5,13.435028842544403,123007
2015-01-13 15:45:00,2.0,96.0,1.4142135623730951,123007
2015-01-13 15:50:00,1.0,81.0,,123007
2015-01-13 15:55:00,4.0,102.5,13.178264933847197,123007
2015-01-13 16:00:00,1.0,89.0,,123007
2015-01-13 16:05:00,1.0,96.0,,123007
2015-01-13 16:10:00,1.0,102.0,,123007
2015-01-13 16:15:00,5.0,83.2,20.777391559096152,123007
2015-01-13 16:20:00,2.0,84.5,3.5355339059327378,123007
2015-01-13 16:25:00,2.0,94.0,11.313708498984761,123007
2015-01-13 16:30:00,7.0,90.28571428571429,16.388149028228558,123007
2015-01-13 16:35:00,1.0,107.0,,123007
2015-01-13 16:40:00,1.0,102.0,,123007
2015-01-13 16:45:00,2.0,95.5,14.849242404917497,123007
2015-01-13 16:50:00,3.0,91.0,35.552777669262355,123007
2015-01-13 16:55:00,4.0,83.0,14.628738838327793,123007
2015-01-13 17:00:00,3.0,53.0,31.096623610932426,123007
2015-01-13 17:05:00,3.0,70.33333333333333,11.930353445448855,123007
2015-01-13 17:10:00,3.0,96.0,22.538855339169288,123007
2015-01-13 17:15:00,3.0,64.33333333333333,18.44812546936228,123007
2015-01-13 17:20:00,3.0,87.33333333333333,18.175074506954115,123007
2015-01-13 17:25:00,4.0,71.5,12.503332889007366,123007
2015-01-13 17:30:00,3.0,69.66666666666667,11.930353445448855,123007
2015-01-13 17:35:00,0.0,,,123007
2015-01-13 17:40:00,1.0,79.0,,123007
2015-01-13 17:45:00,2.0,94.5,17.67766952966369,123007
2015-01-13 17:50:00,5.0,72.6,17.213366899011945,123007
2015-01-13 17:55:00,4.0,93.0,30.713731999438515,123007
2015-01-13 18:00:00,0.0,,,123007
2015-01-13 18:05:00,8.0,83.25,20.112185361118765,123007
2015-01-13 18:10:00,3.0,82.33333333333333,13.576941236277536,123007
2015-01-13 18:15:00,2.0,80.5,4.949747468305833,123007
2015-01-13 18:20:00,0.0,,,123007
2015-01-13 18:25:00,5.0,92.4,21.208488866489287,123007
2015-01-13 18:30:00,2.0,42.5,60.10407640085654,123007
2015-01-13 18:35:00,0.0,,,123007
2015-01-13 18:40:00,2.0,75.0,8.48528137423857,123007
2015-01-13 18:45:00,1.0,107.0,,123007
2015-01-13 18:50:00,0.0,,,123007
2015-01-13 18:55:00,0.0,,,123007
2015-01-13 19:00:00,1.0,94.0,,123007
2015-01-13 19:05:00,0.0,,,123007
2015-01-13 19:10:00,0.0,,,123007
2015-01-13 19:15:00,0.0,,,123007
2015-01-13 19:20:00,1.0,50.0,,123007
2015-01-13 19:25:00,2.0,73.5,20.506096654409877,123007
2015-01-13 19:30:00,4.0,66.0,46.09410663703839,123007
2015-01-13 19:35:00,3.0,77.33333333333333,33.291640592396966,123007
2015-01-13 19:40:00,0.0,,,123007
2015-01-13 19:45:00,3.0,95.0,17.435595774162696,123007
2015-01-13 19:50:00,2.0,105.5,38.890872965260115,123007
2015-01-13 19:55:00,1.0,105.0,,123007
2015-01-13 20:00:00,1.0,123.0,,123007
2015-01-13 20:05:00,1.0,90.0,,123007
2015-01-13 20:10:00,1.0,81.0,,123007
2015-01-13 20:15:00,1.0,80.0,,123007
2015-01-13 20:20:00,2.0,102.5,24.748737341529164,123007
2015-01-13 20:25:00,3.0,110.33333333333333,14.742229591663987,123007
2015-01-13 20:30:00,0.0,,,123007
2015-01-13 20:35:00,2.0,102.5,0.7071067811865476,123007
2015-01-13 20:40:00,0.0,,,123007
2015-01-13 20:45:00,1.0,81.0,,123007
2015-01-13 20:50:00,0.0,,,123007
2015-01-13 20:55:00,1.0,97.0,,123007
2015-01-13 21:00:00,1.0,116.0,,123007
2015-01-13 21:05:00,0.0,,,123007
2015-01-13 21:10:00,1.0,141.0,,123007
2015-01-13 21:15:00,0.0,,,123007
2015-01-13 21:20:00,1.0,82.0,,123007
2015-01-13 21:25:00,1.0,143.0,,123007
2015-01-13 21:30:00,1.0,131.0,,123007
2015-01-13 21:35:00,0.0,,,123007
2015-01-13 21:40:00,0.0,,,123007
2015-01-13 21:45:00,0.0,,,123007
2015-01-13 21:50:00,0.0,,,123007
2015-01-13 21:55:00,1.0,79.0,,123007
2015-01-13 22:00:00,0.0,,,123007
2015-01-13 22:05:00,1.0,121.0,,123007
2015-01-13 22:10:00,1.0,101.0,,123007
2015-01-13 22:15:00,3.0,131.33333333333334,11.590225767142478,123007
2015-01-13 22:20:00,0.0,,,123007
2015-01-13 22:25:00,0.0,,,123007
2015-01-13 22:30:00,0.0,,,123007
2015-01-13 22:35:00,1.0,117.0,,123007
2015-01-13 22:40:00,2.0,110.0,0.0,123007
2015-01-13 22:45:00,0.0,,,123007
2015-01-13 22:50:00,1.0,115.0,,123007
2015-01-13 22:55:00,1.0,64.0,,123007
2015-01-13 23:00:00,0.0,,,123007
2015-01-13 23:05:00,0.0,,,123007
2015-01-13 23:10:00,0.0,,,123007
2015-01-13 23:15:00,0.0,,,123007
2015-01-13 23:20:00,1.0,0.0,,123007
2015-01-13 23:25:00,6.0,18.5,45.3155602414888,123007
2015-01-13 23:30:00,5.0,0.0,0.0,123007
2015-01-13 23:35:00,5.0,0.0,0.0,123007
2015-01-13 23:40:00,1.0,0.0,,123007
2015-01-13 23:45:00,0.0,,,123007
2015-01-13 23:50:00,2.0,110.5,24.748737341529164,123007
2015-01-13 23:55:00,0.0,,,123007
2015-01-14 00:00:00,0.0,,,123007
2015-01-14 00:05:00,0.0,,,123007
2015-01-14 00:10:00,0.0,,,123007
2015-01-14 00:15:00,0.0,,,123007
2015-01-14 00:20:00,1.0,87.0,,123007
2015-01-14 00:25:00,1.0,152.0,,123007
2015-01-14 00:30:00,0.0,,,123007
2015-01-14 00:35:00,0.0,,,123007
2015-01-14 00:40:00,0.0,,,123007
2015-01-14 00:45:00,0.0,,,123007
2015-01-14 00:50:00,0.0,,,123007
2015-01-14 00:55:00,0.0,,,123007
2015-01-14 01:00:00,0.0,,,123007
2015-01-14 01:05:00,0.0,,,123007
2015-01-14 01:10:00,0.0,,,123007
2015-01-14 01:15:00,0.0,,,123007
2015-01-14 01:20:00,0.0,,,123007
2015-01-14 01:25:00,0.0,,,123007
2015-01-14 01:30:00,0.0,,,123007
2015-01-14 01:35:00,0.0,,,123007
2015-01-14 01:40:00,0.0,,,123007
2015-01-14 01:45:00,0.0,,,123007
2015-01-14 01:50:00,0.0,,,123007
2015-01-14 01:55:00,0.0,,,123007
2015-01-14 02:00:00,0.0,,,123007
2015-01-14 02:05:00,0.0,,,123007
2015-01-14 02:10:00,0.0,,,123007
2015-01-14 02:15:00,0.0,,,123007
2015-01-14 02:20:00,0.0,,,123007
2015-01-14 02:25:00,0.0,,,123007
2015-01-14 02:30:00,0.0,,,123007
2015-01-14 02:35:00,0.0,,,123007
2015-01-14 02:40:00,0.0,,,123007
2015-01-14 02:45:00,0.0,,,123007
2015-01-14 02:50:00,0.0,,,123007
2015-01-14 02:55:00,1.0,110.0,,123007
2015-01-14 03:00:00,1.0,85.0,,123007
2015-01-14 03:05:00,0.0,,,123007
2015-01-14 03:10:00,0.0,,,123007
2015-01-14 03:15:00,0.0,,,123007
2015-01-14 03:20:00,0.0,,,123007
2015-01-14 03:25:00,0.0,,,123007
2015-01-14 03:30:00,0.0,,,123007
2015-01-14 03:35:00,0.0,,,123007
2015-01-14 03:40:00,0.0,,,123007
2015-01-14 03:45:00,0.0,,,123007
2015-01-14 03:50:00,0.0,,,123007
2015-01-14 03:55:00,0.0,,,123007
2015-01-14 04:00:00,0.0,,,123007
2015-01-14 04:05:00,0.0,,,123007
2015-01-14 04:10:00,0.0,,,123007
2015-01-14 04:15:00,0.0,,,123007
2015-01-14 04:20:00,0.0,,,123007
2015-01-14 04:25:00,0.0,,,123007
2015-01-14 04:30:00,1.0,87.0,,123007
2015-01-14 04:35:00,1.0,87.0,,123007
2015-01-14 04:40:00,0.0,,,123007
2015-01-14 04:45:00,0.0,,,123007
2015-01-14 04:50:00,1.0,91.0,,123007
2015-01-14 04:55:00,0.0,,,123007
2015-01-14 05:00:00,0.0,,,123007
2015-01-14 05:05:00,1.0,102.0,,123007
2015-01-14 05:10:00,1.0,89.0,,123007
2015-01-14 05:15:00,0.0,,,123007
2015-01-14 05:20:00,2.0,74.5,7.7781745930520225,123007
2015-01-14 05:25:00,2.0,89.5,47.37615433949868,123007
2015-01-14 05:30:00,6.0,85.66666666666667,10.93008081702357,123007
2015-01-14 05:35:00,1.0,102.0,,123007
2015-01-14 05:40:00,3.0,83.33333333333333,8.621678104251707,123007
2015-01-14 05:45:00,1.0,52.0,,123007
2015-01-14 05:50:00,0.0,,,123007
2015-01-14 05:55:00,1.0,83.0,,123007
2015-01-14 06:00:00,1.0,72.0,,123007
2015-01-14 06:05:00,0.0,,,123007
2015-01-14 06:10:00,2.0,81.0,16.97056274847714,123007
2015-01-14 06:15:00,1.0,80.0,,123007
